sex,chest(inch,waist,hip,height,shoes,recommend_mil_top,recommend_mil_pants,recommend_mil_jacket,recommend_inner,recommend_T-shirts,recommend_underpants,recommend_shoes
men,39,32,40,170,255,95-M-168,80-168,95-168,95,95,100,255
men,43,34,42,178,275,105-M-178,85-178,105-178,105,105,105,275
men,39,33,41,184,285,95-M-178,80-178,95-178,95,95,100,285
men,42,32,40,167,255,105-M-168,80-168,105-173,105,105,100,255
men,36,33,41,170,260,90-M-168,80-168,90-168,90,90,100,260
men,42,39,44,176,285,105-M-173,95-173,105-173,105,105,110,285
men,39,34,43,169,270,95-M-168,85-168,95-168,95,95,105,270
men,39,32,41,171,275,95-M-173,80-173,95-173,95,95,100,275
men,35,30,38,176,270,90-M-173,75-173,95-173,90,90,95,270
men,39,33,41,175,280,95-M-173,80-173,95-173,95,95,100,280
men,37,33,41,172,270,90-M-173,80-173,90-173,90,90,100,270
men,39,33,41,186,280,95-M-185,80-185,95-178,95,95,100,280
men,39,33,41,178,270,95-M-178,80-178,95-178,95,95,100,270
men,44,41,47,176,280,110-M-173,100-173,115-173,110,110,115,280
men,40,33,41,176,260,100-M-173,80-173,100-173,100,100,100,260
men,39,33,41,174,270,95-M-173,80-173,95-173,95,95,100,270
men,40,33,41,170,270,100-M-168,80-168,100-168,100,100,100,270
men,37,31,39,177,270,90-M-173,75-173,95-173,90,90,95,270
men,41,34,43,175,275,100-M-173,85-173,100-173,100,100,105,275
men,43,37,45,184,280,105-M-178,90-178,105-178,105,105,110,280
men,47,41,48,170,275,115-M-178,100-173,115-173,115,115,120,275
men,43,37,45,175,280,105-M-173,90-173,105-173,105,105,110,280
men,44,37,45,169,275,110-M-173,90-168,115-173,110,110,110,275
men,44,40,48,177,275,110-M-173,100-173,115-173,110,110,120,275
men,43,35,43,175,265,105-M-173,85-173,105-173,105,105,105,265
men,37,31,39,168,270,90-M-168,75-168,90-168,90,90,95,270
men,41,33,41,178,270,100-M-178,80-178,100-178,100,100,100,270
men,38,32,41,172,260,95-M-173,80-173,95-173,95,95,100,260
men,36,29,37,170,265,90-M-168,70-173,90-168,90,90,90,265
men,46,40,48,175,275,115-M-178,100-173,115-173,115,115,120,275
men,40,35,43,174,270,100-M-173,85-173,100-173,100,100,105,270
men,40,33,41,177,270,100-M-173,80-173,100-173,100,100,100,270
men,41,36,45,176,275,100-M-173,90-173,100-173,100,100,110,275
men,48,40,47,180,280,120-M-178,100-178,115-183,120,120,115,280
men,37,30,38,172,270,90-M-173,75-173,90-173,90,90,95,270
men,41,36,44,173,270,100-M-173,90-173,100-173,100,100,110,270
men,38,32,40,163,270,95-M-168,80-168,95-168,95,95,100,270
men,42,36,44,179,285,105-M-178,90-178,105-178,105,105,110,285
men,41,34,42,167,265,100-M-168,85-168,100-168,100,100,105,265
men,44,40,48,180,285,110-M-178,100-178,115-183,110,110,120,285
men,41,34,42,178,275,100-M-178,85-178,100-178,100,100,105,275
men,41,35,43,177,260,100-M-173,85-173,100-173,100,100,105,260
men,40,31,39,179,270,100-M-178,75-178,100-178,100,100,95,270
men,39,33,41,178,275,95-M-178,80-178,95-178,95,95,100,275
men,41,36,44,182,290,100-M-178,90-178,100-178,100,100,110,290
men,42,36,44,179,270,105-M-178,90-178,105-178,105,105,110,270
men,42,34,42,168,260,105-M-168,85-168,105-173,105,105,105,260
men,37,30,38,171,270,90-M-173,75-173,90-173,90,90,95,270
men,47,40,48,173,270,115-M-178,100-173,115-173,115,115,120,270
men,42,36,44,171,260,105-M-173,90-173,105-173,105,105,110,260
men,43,35,43,172,270,105-M-173,85-173,105-173,105,105,105,270
men,43,38,46,185,300,105-M-185,95-185,105-178,105,105,115,300
men,44,37,45,183,275,110-M-178,90-178,115-183,110,110,110,275
men,43,36,44,171,255,105-M-173,90-173,105-173,105,105,110,255
men,37,32,40,175,265,90-M-173,80-173,90-173,90,90,100,265
men,37,31,39,174,265,90-M-173,75-173,90-173,90,90,95,265
men,40,34,42,188,285,100-M-185,85-185,105-187,100,100,105,285
men,38,29,39,176,270,95-M-173,75-173,95-173,95,95,95,270
men,44,36,44,170,265,110-M-173,90-168,115-173,110,110,110,265
men,46,38,46,175,275,115-M-178,95-173,115-173,115,115,115,275
men,38,31,39,173,260,95-M-173,75-173,95-173,95,95,95,260
men,37,32,40,180,280,90-M-178,80-178,95-178,90,90,100,280
men,42,32,40,171,270,105-M-173,80-173,105-173,105,105,100,270
men,43,36,44,179,280,105-M-178,90-178,105-178,105,105,110,280
men,38,33,41,178,270,95-M-178,80-178,95-178,95,95,100,270
men,37,32,40,175,260,90-M-173,80-173,90-173,90,90,100,260
men,46,39,46,168,265,115-M-178,95-173,115-173,115,115,115,265
men,40,34,42,179,275,100-M-178,85-178,100-178,100,100,105,275
men,41,35,43,190,290,100-M-185,85-185,105-187,100,100,105,290
men,50,45,50,177,285,125-M-185,115-178,115-173,125,125,125,285
men,40,33,41,174,260,100-M-173,80-173,100-173,100,100,100,260
men,47,39,47,169,265,115-M-178,95-173,115-173,115,115,115,265
men,40,34,42,168,260,100-M-168,85-168,100-168,100,100,105,260
men,44,37,45,172,270,110-M-173,90-173,115-173,110,110,110,270
men,40,35,43,175,270,100-M-173,85-173,100-173,100,100,105,270
men,37,31,39,170,260,90-M-168,75-168,90-168,90,90,95,260
men,39,31,39,183,270,95-M-178,75-178,95-178,95,95,95,270
men,38,32,40,173,265,95-M-173,80-173,95-173,95,95,100,265
men,37,31,39,169,255,90-M-168,75-168,90-168,90,90,95,255
men,43,38,46,180,275,105-M-178,95-178,105-178,105,105,115,275
men,38,32,40,178,270,95-M-178,80-178,95-178,95,95,100,270
men,44,38,46,175,270,110-M-173,95-173,115-173,110,110,115,270
men,41,32,40,174,265,100-M-173,80-173,100-173,100,100,100,265
men,45,38,45,181,260,110-M-178,95-178,115-183,110,110,110,260
men,41,35,43,163,255,100-M-168,85-168,100-168,100,100,105,255
men,47,40,46,176,280,115-M-178,100-173,115-173,115,115,115,280
men,42,36,44,176,285,105-M-173,90-173,105-173,105,105,110,285
men,45,36,44,193,300,110-M-185,90-185,115-183,110,110,110,300
men,42,34,42,174,265,105-M-173,85-173,105-173,105,105,105,265
men,44,38,46,174,280,110-M-173,95-173,115-173,110,110,115,280
men,39,31,39,181,280,95-M-178,75-178,95-178,95,95,95,280
men,43,38,46,166,280,105-M-168,95-173,105-173,105,105,115,280
men,47,38,45,183,280,115-M-178,95-178,115-183,115,115,110,280
men,48,42,52,182,285,120-M-178,110-185,115-183,120,120,125,285
men,39,33,41,174,270,95-M-173,80-173,95-173,95,95,100,270
men,37,30,39,176,280,90-M-173,75-173,95-173,90,90,95,280
men,36,31,39,176,270,90-M-173,75-173,95-173,90,90,95,270
men,41,34,43,178,270,100-M-178,85-178,100-178,100,100,105,270
men,40,31,39,174,275,100-M-173,75-173,100-173,100,100,95,275
men,38,31,39,174,260,95-M-173,75-173,95-173,95,95,95,260
men,46,41,49,181,290,115-M-178,100-178,115-183,115,115,120,290
men,43,39,46,168,275,105-M-168,95-173,105-173,105,105,115,275
men,38,32,41,165,260,95-M-168,80-168,95-168,95,95,100,260
men,42,36,43,168,260,105-M-168,90-168,105-173,105,105,105,260
men,45,38,47,179,280,110-M-178,95-178,115-173,110,110,115,280
men,41,33,41,183,285,100-M-178,80-178,100-178,100,100,100,285
men,40,33,41,172,265,100-M-173,80-173,100-173,100,100,100,265
men,41,33,41,177,270,100-M-173,80-173,100-173,100,100,100,270
men,39,31,39,177,270,95-M-173,75-173,95-173,95,95,95,270
men,36,30,39,177,270,90-M-173,75-173,95-173,90,90,95,270
men,39,32,41,181,280,95-M-178,80-178,95-178,95,95,100,280
men,51,43,50,175,280,125-M-185,110-185,115-173,125,125,125,280
men,43,35,43,165,250,105-M-168,85-168,105-173,105,105,105,250
men,36,31,39,182,275,90-M-178,75-178,95-178,90,90,95,275
men,38,31,39,176,265,95-M-173,75-173,95-173,95,95,95,265
men,40,35,43,182,265,100-M-178,85-178,100-178,100,100,105,265
men,39,34,43,168,260,95-M-168,85-168,95-168,95,95,105,260
men,41,34,43,185,280,100-M-185,85-185,100-178,100,100,105,280
men,36,29,37,174,265,90-M-173,70-173,90-173,90,90,90,265
men,47,41,48,172,275,115-M-178,100-173,115-173,115,115,120,275
men,41,35,43,173,270,100-M-173,85-173,100-173,100,100,105,270
men,39,33,41,177,280,95-M-173,80-173,95-173,95,95,100,280
men,47,42,49,172,280,115-M-178,105-178,115-173,115,115,120,280
men,40,34,42,174,270,100-M-173,85-173,100-173,100,100,105,270
men,45,38,46,172,275,110-M-173,95-173,115-173,110,110,115,275
men,39,33,41,169,250,95-M-168,80-168,95-168,95,95,100,250
men,38,35,43,177,270,95-M-173,85-173,95-173,95,95,105,270
men,40,32,41,185,270,100-M-185,80-185,100-178,100,100,100,270
men,37,32,40,186,275,90-M-185,80-185,95-178,90,90,100,275
men,37,30,38,176,270,90-M-173,75-173,95-173,90,90,95,270
men,38,31,39,176,275,95-M-173,75-173,95-173,95,95,95,275
men,38,32,40,178,280,95-M-178,80-178,95-178,95,95,100,280
men,45,39,47,184,285,110-M-178,95-178,115-183,110,110,115,285
men,40,35,42,170,265,100-M-168,85-168,100-168,100,100,105,265
men,40,33,41,174,260,100-M-173,80-173,100-173,100,100,100,260
men,40,34,40,165,260,100-M-168,85-168,100-168,100,100,100,260
men,38,32,41,174,280,95-M-173,80-173,95-173,95,95,100,280
men,39,35,43,177,275,95-M-173,85-173,95-173,95,95,105,275
men,35,29,37,163,255,90-M-168,70-173,90-168,90,90,90,255
men,35,30,37,173,260,90-M-173,75-173,90-173,90,90,90,260
men,43,35,43,177,285,105-M-173,85-173,105-173,105,105,105,285
men,40,35,43,169,265,100-M-168,85-168,100-168,100,100,105,265
men,38,32,41,187,285,95-M-185,80-185,95-187,95,95,100,285
men,43,32,41,175,275,105-M-173,80-173,105-173,105,105,100,275
men,41,37,45,173,270,100-M-173,90-173,100-173,100,100,110,270
men,40,30,39,179,270,100-M-178,75-178,100-178,100,100,95,270
men,43,34,43,182,270,105-M-178,85-178,105-178,105,105,105,270
men,45,40,49,178,280,110-M-178,100-178,115-173,110,110,120,280
men,43,34,43,174,280,105-M-173,85-173,105-173,105,105,105,280
men,40,32,40,177,275,100-M-173,80-173,100-173,100,100,100,275
men,41,36,44,178,275,100-M-178,90-178,100-178,100,100,110,275
men,38,31,39,176,275,95-M-173,75-173,95-173,95,95,95,275
men,39,30,39,172,260,95-M-173,75-173,95-173,95,95,95,260
men,37,29,37,173,275,90-M-173,70-173,90-173,90,90,90,275
men,44,40,45,176,260,110-M-173,100-173,115-173,110,110,110,260
men,43,34,43,175,280,105-M-173,85-173,105-173,105,105,105,280
men,41,31,39,182,290,100-M-178,75-178,100-178,100,100,95,290
men,42,36,43,178,265,105-M-178,90-178,105-178,105,105,105,265
men,38,30,38,173,265,95-M-173,75-173,95-173,95,95,95,265
men,38,32,40,170,270,95-M-168,80-168,95-168,95,95,100,270
men,38,30,39,170,260,95-M-168,75-168,95-168,95,95,95,260
men,44,39,47,176,280,110-M-173,95-173,115-173,110,110,115,280
men,41,34,42,173,265,100-M-173,85-173,100-173,100,100,105,265
men,38,34,40,173,265,95-M-173,85-173,95-173,95,95,100,265
men,38,34,43,174,270,95-M-173,85-173,95-173,95,95,105,270
men,41,37,45,177,280,100-M-173,90-173,100-173,100,100,110,280
men,40,33,41,179,280,100-M-178,80-178,100-178,100,100,100,280
men,39,35,43,174,270,95-M-173,85-173,95-173,95,95,105,270
men,40,33,41,181,280,100-M-178,80-178,100-178,100,100,100,280
men,39,32,39,184,275,95-M-178,80-178,95-178,95,95,95,275
men,40,36,44,185,285,100-M-185,90-185,100-178,100,100,110,285
men,39,33,41,178,260,95-M-178,80-178,95-178,95,95,100,260
men,38,30,37,180,265,95-M-178,75-178,95-178,95,95,90,265
men,39,31,39,173,265,95-M-173,75-173,95-173,95,95,95,265
men,40,34,43,171,265,100-M-173,85-173,100-173,100,100,105,265
men,36,30,38,182,270,90-M-178,75-178,95-178,90,90,95,270
men,40,36,44,169,260,100-M-168,90-168,100-168,100,100,110,260
men,36,31,39,178,280,90-M-178,75-178,95-178,90,90,95,280
men,46,39,47,172,275,115-M-178,95-173,115-173,115,115,115,275
men,43,33,41,176,270,105-M-173,80-173,105-173,105,105,100,270
men,36,33,41,167,260,90-M-168,80-168,90-168,90,90,100,260
men,40,32,41,179,275,100-M-178,80-178,100-178,100,100,100,275
men,44,40,48,175,275,110-M-173,100-173,115-173,110,110,120,275
men,45,41,49,179,280,110-M-178,100-178,115-173,110,110,120,280
men,38,32,40,174,270,95-M-173,80-173,95-173,95,95,100,270
men,44,35,43,174,270,110-M-173,85-173,115-173,110,110,105,270
men,39,34,42,174,260,95-M-173,85-173,95-173,95,95,105,260
men,37,31,39,169,260,90-M-168,75-168,90-168,90,90,95,260
men,42,37,44,170,275,105-M-168,90-168,105-173,105,105,110,275
men,35,30,38,172,260,90-M-173,75-173,90-173,90,90,95,260
men,38,33,41,179,270,95-M-178,80-178,95-178,95,95,100,270
men,37,30,38,169,260,90-M-168,75-168,90-168,90,90,95,260
men,41,34,42,180,265,100-M-178,85-178,100-178,100,100,105,265
men,44,35,43,181,280,110-M-178,85-178,115-183,110,110,105,280
men,37,30,38,175,255,90-M-173,75-173,90-173,90,90,95,255
men,40,33,41,177,265,100-M-173,80-173,100-173,100,100,100,265
men,42,37,45,169,270,105-M-168,90-168,105-173,105,105,110,270
men,38,32,40,173,260,95-M-173,80-173,95-173,95,95,100,260
men,41,35,43,185,280,100-M-185,85-185,100-178,100,100,105,280
men,38,31,39,169,270,95-M-168,75-168,95-168,95,95,95,270
men,43,39,46,179,280,105-M-178,95-178,105-178,105,105,115,280
men,40,33,41,180,265,100-M-178,80-178,100-178,100,100,100,265
men,45,39,46,170,280,110-M-173,95-173,115-173,110,110,115,280
men,37,32,40,171,265,90-M-173,80-173,90-173,90,90,100,265
men,41,32,40,183,270,100-M-178,80-178,100-178,100,100,100,270
men,38,31,39,172,270,95-M-173,75-173,95-173,95,95,95,270
men,41,37,45,180,280,100-M-178,90-178,100-178,100,100,110,280
men,48,39,47,180,280,120-M-178,95-178,115-183,120,120,115,280
men,42,33,41,171,285,105-M-173,80-173,105-173,105,105,100,285
men,42,38,46,179,275,105-M-178,95-178,105-178,105,105,115,275
men,40,33,39,175,270,100-M-173,80-173,100-173,100,100,95,270
men,41,36,44,184,285,100-M-178,90-178,100-178,100,100,110,285
men,39,35,43,165,260,95-M-168,85-168,95-168,95,95,105,260
men,43,39,45,185,300,105-M-185,95-185,105-178,105,105,110,300
men,41,34,43,174,270,100-M-173,85-173,100-173,100,100,105,270
men,44,39,46,185,285,110-M-185,95-185,115-183,110,110,115,285
men,37,31,39,173,270,90-M-173,75-173,90-173,90,90,95,270
men,35,33,41,173,270,90-M-173,80-173,90-173,90,90,100,270
men,41,37,44,185,280,100-M-185,90-185,100-178,100,100,110,280
men,42,36,45,180,280,105-M-178,90-178,105-178,105,105,110,280
men,36,31,38,175,270,90-M-173,75-173,90-173,90,90,95,270
men,35,30,38,168,265,90-M-168,75-168,90-168,90,90,95,265
men,40,33,41,179,265,100-M-178,80-178,100-178,100,100,100,265
men,45,41,48,170,265,110-M-173,100-173,115-173,110,110,120,265
men,49,41,49,185,270,125-M-185,100-185,115-183,120,120,120,270
men,36,31,39,173,265,90-M-173,75-173,90-173,90,90,95,265
men,41,33,41,173,265,100-M-173,80-173,100-173,100,100,100,265
men,39,35,43,177,280,95-M-173,85-173,95-173,95,95,105,280
men,35,32,40,177,275,90-M-173,80-173,95-173,90,90,100,275
men,42,33,41,173,270,105-M-173,80-173,105-173,105,105,100,270
men,39,33,41,178,275,95-M-178,80-178,95-178,95,95,100,275
men,45,37,45,174,265,110-M-173,90-173,115-173,110,110,110,265
men,41,33,41,176,275,100-M-173,80-173,100-173,100,100,100,275
men,40,34,42,165,265,100-M-168,85-168,100-168,100,100,105,265
men,45,38,46,184,275,110-M-178,95-178,115-183,110,110,115,275
men,39,33,41,178,265,95-M-178,80-178,95-178,95,95,100,265
men,40,35,43,178,265,100-M-178,85-178,100-178,100,100,105,265
men,40,34,42,174,275,100-M-173,85-173,100-173,100,100,105,275
men,52,36,44,179,285,135-M-185,90-178,115-173,125,125,110,285
men,39,32,40,173,270,95-M-173,80-173,95-173,95,95,100,270
men,40,34,42,170,265,100-M-168,85-168,100-168,100,100,105,265
men,38,30,38,177,275,95-M-173,75-173,95-173,95,95,95,275
men,41,35,43,173,270,100-M-173,85-173,100-173,100,100,105,270
men,46,38,46,177,275,115-M-178,95-173,115-173,115,115,115,275
men,42,36,44,169,265,105-M-168,90-168,105-173,105,105,110,265
men,40,34,42,174,270,100-M-173,85-173,100-173,100,100,105,270
men,46,39,45,173,280,115-M-178,95-173,115-173,115,115,110,280
men,41,33,41,172,275,100-M-173,80-173,100-173,100,100,100,275
men,39,33,41,173,260,95-M-173,80-173,95-173,95,95,100,260
men,39,32,40,180,265,95-M-178,80-178,95-178,95,95,100,265
men,38,31,39,174,270,95-M-173,75-173,95-173,95,95,95,270
men,40,34,42,179,275,100-M-178,85-178,100-178,100,100,105,275
men,40,34,42,183,280,100-M-178,85-178,100-178,100,100,105,280
men,37,31,39,178,260,90-M-178,75-178,95-178,90,90,95,260
men,40,34,43,173,270,100-M-173,85-173,100-173,100,100,105,270
men,38,32,38,179,280,95-M-178,80-178,95-178,95,95,95,280
men,37,32,40,168,265,90-M-168,80-168,90-168,90,90,100,265
men,40,32,41,171,260,100-M-173,80-173,100-173,100,100,100,260
men,36,32,40,175,275,90-M-173,80-173,90-173,90,90,100,275
men,41,35,43,173,265,100-M-173,85-173,100-173,100,100,105,265
men,38,32,41,179,275,95-M-178,80-178,95-178,95,95,100,275
men,46,41,48,183,285,115-M-178,100-185,115-183,115,115,120,285
men,38,34,42,173,270,95-M-173,85-173,95-173,95,95,105,270
men,43,39,45,176,270,105-M-173,95-173,105-173,105,105,110,270
men,39,35,42,180,270,95-M-178,85-178,95-178,95,95,105,270
men,39,33,41,177,270,95-M-173,80-173,95-173,95,95,100,270
men,40,35,43,171,275,100-M-173,85-173,100-173,100,100,105,275
men,41,35,43,178,270,100-M-178,85-178,100-178,100,100,105,270
men,35,30,38,169,270,90-M-168,75-168,90-168,90,90,95,270
men,40,33,41,178,270,100-M-178,80-178,100-178,100,100,100,270
men,36,32,40,179,265,90-M-178,80-178,95-178,90,90,100,265
men,35,30,38,176,270,90-M-173,75-173,95-173,90,90,95,270
men,38,32,40,177,260,95-M-173,80-173,95-173,95,95,100,260
men,35,28,36,169,255,90-M-168,70-173,90-168,90,90,90,255
men,36,33,39,169,260,90-M-168,80-168,90-168,90,90,95,260
men,40,35,42,177,270,100-M-173,85-173,100-173,100,100,105,270
men,37,32,40,171,270,90-M-173,80-173,90-173,90,90,100,270
men,43,39,47,185,290,105-M-185,95-185,105-178,105,105,115,290
men,45,36,44,178,275,110-M-178,90-178,115-173,110,110,110,275
men,42,35,43,174,270,105-M-173,85-173,105-173,105,105,105,270
men,37,30,38,170,260,90-M-168,75-168,90-168,90,90,95,260
men,48,42,49,173,280,120-M-178,105-178,115-173,120,120,120,280
men,47,38,46,175,275,115-M-178,95-173,115-173,115,115,115,275
men,39,31,39,178,285,95-M-178,75-178,95-178,95,95,95,285
men,44,36,44,175,280,110-M-173,90-173,115-173,110,110,110,280
men,38,33,41,178,275,95-M-178,80-178,95-178,95,95,100,275
men,44,36,44,172,270,110-M-173,90-173,115-173,110,110,110,270
men,41,34,43,169,270,100-M-168,85-168,100-168,100,100,105,270
men,43,36,45,171,265,105-M-173,90-173,105-173,105,105,110,265
men,41,33,41,180,275,100-M-178,80-178,100-178,100,100,100,275
men,39,32,41,179,265,95-M-178,80-178,95-178,95,95,100,265
men,42,36,45,177,275,105-M-173,90-173,105-173,105,105,110,275
men,39,33,41,183,275,95-M-178,80-178,95-178,95,95,100,275
men,44,38,47,177,280,110-M-173,95-173,115-173,110,110,115,280
men,40,32,41,173,285,100-M-173,80-173,100-173,100,100,100,285
men,40,32,41,173,270,100-M-173,80-173,100-173,100,100,100,270
men,42,33,41,173,270,105-M-173,80-173,105-173,105,105,100,270
men,44,36,44,177,280,110-M-173,90-173,115-173,110,110,110,280
men,42,35,43,178,285,105-M-178,85-178,105-178,105,105,105,285
men,38,31,39,170,270,95-M-168,75-168,95-168,95,95,95,270
men,40,36,44,178,280,100-M-178,90-178,100-178,100,100,110,280
men,35,29,37,177,265,90-M-173,75-173,95-173,90,90,90,265
men,43,37,45,182,280,105-M-178,90-178,105-178,105,105,110,280
men,37,32,41,181,265,90-M-178,80-178,95-178,90,90,100,265
men,38,32,40,178,275,95-M-178,80-178,95-178,95,95,100,275
men,37,31,39,160,255,90-M-168,75-168,90-168,90,90,95,255
men,44,39,47,180,285,110-M-178,95-178,115-183,110,110,115,285
men,39,35,42,173,260,95-M-173,85-173,95-173,95,95,105,260
men,41,34,42,184,285,100-M-178,85-178,100-178,100,100,105,285
men,38,32,41,160,250,95-M-168,80-168,95-168,95,95,100,250
men,40,33,41,166,260,100-M-168,80-168,100-168,100,100,100,260
men,43,36,45,173,270,105-M-173,90-173,105-173,105,105,110,270
men,38,30,39,177,270,95-M-173,75-173,95-173,95,95,95,270
men,42,34,43,168,265,105-M-168,85-168,105-173,105,105,105,265
men,39,31,39,168,260,95-M-168,75-168,95-168,95,95,95,260
men,44,36,45,179,280,110-M-178,90-178,115-173,110,110,110,280
men,43,36,45,178,275,105-M-178,90-178,105-178,105,105,110,275
men,41,34,43,168,265,100-M-168,85-168,100-168,100,100,105,265
men,42,36,42,168,270,105-M-168,90-168,105-173,105,105,105,270
men,43,34,43,179,275,105-M-178,85-178,105-178,105,105,105,275
men,39,33,41,176,275,95-M-173,80-173,95-173,95,95,100,275
men,39,32,40,168,260,95-M-168,80-168,95-168,95,95,100,260
men,42,32,40,182,265,105-M-178,80-178,105-178,105,105,100,265
men,44,35,43,180,270,110-M-178,85-178,115-183,110,110,105,270
men,38,34,42,173,270,95-M-173,85-173,95-173,95,95,105,270
